transcript_id,call_id,transcript_text,sentiment_score
347,347,Customer called about return/refund. Mentioned service was okay. Five able book represent relate method focus.,0.48
348,348,Customer called about product question. Mentioned service was bad. South point establish various list.,0.15
349,349,Customer called about account access. Mentioned service was thank you. Consider something decide southern might.,0.77
350,350,Customer called about complaint. Mentioned service was waste of time. Police must until TV compare.,0.12
351,351,Customer called about return/refund. Mentioned service was amazing. Figure generation building share member enter security.,0.73
352,352,Customer called about account access. Mentioned service was great. When feel move grow often represent we never.,0.88
353,353,Customer called about order inquiry. Mentioned service was great. Other social concern pressure let common remember.,0.89
354,354,Customer called about product question. Mentioned service was resolved quickly. Bar marriage boy special seek.,0.91
355,355,Customer called about account access. Mentioned service was perfect. Fund mouth indicate.,0.76
356,356,Customer called about return/refund. Mentioned service was satisfied. That teach chair station professional music increase.,0.82
357,357,Customer called about return/refund. Mentioned service was okay. Often little task provide air something.,0.6
358,358,Customer called about order inquiry. Mentioned service was status. Human act fast modern.,0.57
359,359,Customer called about complaint. Mentioned service was thank you. Power explain skill man go.,0.9
360,360,Customer called about complaint. Mentioned service was fine. Meet federal head personal data nor within.,0.56
361,361,Customer called about account access. Mentioned service was update. Move wide throughout on agent none dream thus.,0.52
362,362,Customer called about billing issue. Mentioned service was satisfied. Mind we worry real agree.,0.89
363,363,Customer called about order inquiry. Mentioned service was average. Available green life claim our soldier.,0.57
364,364,Customer called about product question. Mentioned service was terrible. Which ask take public court should.,0.31
365,365,Customer called about return/refund. Mentioned service was resolved quickly. Consumer compare then shake source music somebody.,0.63
366,366,Customer called about technical support. Mentioned service was great. They from cold mention particularly.,0.97
367,367,Customer called about return/refund. Mentioned service was perfect. Know source home science fine town natural thing.,0.98
368,368,Customer called about return/refund. Mentioned service was satisfied. Community successful worry give now wish son.,0.83
369,369,Customer called about product question. Mentioned service was status. President leave analysis join walk.,0.49
370,370,Customer called about complaint. Mentioned service was satisfied. Example blue level help election treatment.,0.84
371,371,Customer called about complaint. Mentioned service was average. Including gas above safe too end degree interesting.,0.47
372,372,Customer called about product question. Mentioned service was great. Social avoid all keep young.,0.81
373,373,Customer called about complaint. Mentioned service was status. Build carry art window road work property.,0.59
374,374,Customer called about order inquiry. Mentioned service was amazing. Fear although sound believe.,0.9
375,375,Customer called about account access. Mentioned service was happy. Protect draw image behind everything.,0.92
376,376,Customer called about account access. Mentioned service was waste of time. Successful other tax.,0.25
377,377,Customer called about order inquiry. Mentioned service was happy. Note American attack behind yeah challenge include take.,0.94
