ticket_id,customer_id,agent_id,category,priority,status,created_date,resolved_date,subject
239,41194,1583,Return Request,High,Open,2025-03-07,2025-03-08 03:00:00,Return Request - Itaque sint nostrum.
240,13146,1051,Order Status,Low,In Progress,2026-01-12,2026-01-14 02:00:00,Order Status - Qui dolor consectetur architecto.
241,14593,2478,Return Request,Critical,Resolved,2024-02-04,2024-02-06 04:00:00,Return Request - Aliquam unde.
242,26186,2820,Login Issue,Low,Open,2024-03-27,,Login Issue - Natus magni harum.
243,16547,742,Return Request,High,Open,2024-01-26,2024-01-26 22:00:00,Return Request - Maiores sapiente amet quo ullam.
244,30997,2981,Account Update,Low,In Progress,2026-02-21,2026-02-27 14:00:00,Account Update - Similique quos saepe.
245,18414,2178,Product Defect,Critical,In Progress,2025-03-11,2025-03-15 03:00:00,Product Defect - Tempore aperiam.
246,19001,1063,Order Status,High,In Progress,2024-02-02,2024-02-04 15:00:00,Order Status - Totam maiores voluptatum.
247,48105,2533,Return Request,High,Open,2026-01-05,2026-01-07 15:00:00,Return Request - Ipsa incidunt.
248,258,449,Return Request,Medium,Resolved,2025-02-17,,Return Request - Ex neque.
249,33431,2211,Order Status,Medium,Resolved,2024-05-24,2024-05-28 09:00:00,Order Status - Magni voluptas atque maxime.
250,40245,289,Order Status,Critical,Closed,2024-10-04,2024-10-04 09:00:00,Order Status - Alias minus nobis provident.
251,4936,2676,Account Update,Critical,Resolved,2025-06-19,2025-06-21 07:00:00,Account Update - Optio amet nulla illum reprehenderit.
252,40219,110,Return Request,Critical,Open,2026-01-19,2026-01-22 13:00:00,Return Request - Ab fugit enim.
253,32967,673,Product Defect,Critical,Open,2025-10-27,2025-10-28 22:00:00,Product Defect - Facilis corrupti a ipsum.
254,36761,2872,Order Status,Critical,In Progress,2024-09-22,2024-09-25 05:00:00,Order Status - Assumenda aut maiores et.
255,27723,1786,Return Request,Critical,Closed,2025-12-05,2025-12-06 05:00:00,Return Request - Quas praesentium quisquam.
256,19784,1684,Return Request,Medium,Resolved,2025-08-10,2025-08-10 19:00:00,Return Request - Nemo omnis ipsa assumenda provident.
257,29337,1542,Return Request,Critical,In Progress,2024-04-17,,Return Request - Quam ipsa nisi.
258,9753,825,Account Update,Critical,In Progress,2025-07-12,2025-07-12 13:00:00,Account Update - Sapiente perspiciatis.
259,35112,954,Order Status,Critical,Resolved,2024-06-20,2024-06-21 07:00:00,Order Status - Veritatis earum ipsam.
260,39224,136,Order Status,High,In Progress,2024-08-07,2024-08-12 10:00:00,Order Status - Harum recusandae iusto dolore sed.
261,19394,460,Login Issue,Critical,In Progress,2026-02-25,,Login Issue - Odit ipsum reiciendis voluptatibus.
262,7079,163,Login Issue,Critical,Resolved,2024-09-02,2024-09-07 13:00:00,Login Issue - Tenetur ipsum occaecati quas.
263,43030,1740,Product Defect,High,Closed,2024-06-18,2024-06-23 07:00:00,Product Defect - Veniam corrupti illum.
264,26303,2979,Payment Failure,Critical,Closed,2025-01-26,,Payment Failure - Cumque eius.
265,25478,2178,Login Issue,Low,Open,2024-10-07,,Login Issue - Voluptatem quis voluptates.
266,30635,2534,Product Defect,High,Resolved,2026-02-20,2026-02-22 23:00:00,Product Defect - Nam perferendis deserunt debitis.
267,33538,2353,Order Status,Medium,In Progress,2025-07-27,,Order Status - Numquam ex numquam est totam.
268,39181,329,Payment Failure,Low,Resolved,2026-02-01,2026-02-01 01:00:00,Payment Failure - Dolorem cumque incidunt dolorum autem.
269,39086,2793,Login Issue,High,Open,2024-06-13,2024-06-19 17:00:00,Login Issue - Ex illum doloremque voluptas.
270,36992,724,Payment Failure,Medium,In Progress,2025-11-04,2025-11-04 02:00:00,Payment Failure - Ullam ducimus dolorem earum.
271,12851,571,Order Status,High,Open,2026-01-28,2026-02-03 09:00:00,Order Status - Pariatur ut doloremque nulla dicta.
272,49015,369,Account Update,Critical,In Progress,2026-01-18,2026-01-20 13:00:00,Account Update - Illo molestiae cumque.
273,3576,1038,Account Update,High,Closed,2025-09-13,2025-09-19 08:00:00,Account Update - Modi pariatur dolores odit.
274,10238,552,Payment Failure,High,Closed,2024-12-07,2024-12-13 17:00:00,Payment Failure - Incidunt qui.
275,47073,1259,Payment Failure,Low,In Progress,2025-09-21,2025-09-21 12:00:00,Payment Failure - Neque a recusandae molestias porro.
276,31791,1152,Account Update,Critical,In Progress,2026-02-13,,Account Update - Accusantium nisi voluptas soluta.
277,7980,720,Login Issue,Low,Open,2026-01-22,,Login Issue - Sequi officia animi reprehenderit.
278,31528,1450,Return Request,Critical,Open,2025-05-22,2025-05-24 19:00:00,Return Request - Aspernatur quibusdam accusantium.
279,35251,910,Return Request,Critical,In Progress,2024-03-04,,Return Request - Cum molestias.
280,44478,1056,Login Issue,Medium,In Progress,2024-08-16,2024-08-22 16:00:00,Login Issue - Ab quos.
281,32810,2165,Order Status,High,Resolved,2025-06-15,2025-06-15 10:00:00,Order Status - Tempora sequi debitis.
282,25557,2882,Login Issue,Low,Open,2025-10-15,,Login Issue - Numquam tempore.
283,2669,1676,Account Update,Critical,Closed,2024-03-05,2024-03-09 16:00:00,Account Update - Laboriosam nostrum nihil fugit.
284,8315,583,Product Defect,Critical,Closed,2025-08-03,,Product Defect - Distinctio veritatis error illo iure.
285,19473,27,Account Update,Critical,Closed,2024-07-05,2024-07-07 05:00:00,Account Update - Autem dolorem id rerum.
286,13478,1806,Order Status,Medium,Resolved,2025-08-12,2025-08-16 23:00:00,Order Status - Sequi officiis ipsam.
287,41519,1230,Login Issue,Critical,Resolved,2024-04-14,2024-04-15 08:00:00,Login Issue - Ipsa neque mollitia necessitatibus qui.
288,5132,1901,Order Status,Medium,Resolved,2024-04-30,2024-05-03 22:00:00,Order Status - Similique tempore omnis ut vero.
289,20705,2678,Account Update,Critical,Resolved,2024-10-24,,Account Update - Minus hic.
290,35511,304,Account Update,Low,Resolved,2024-10-08,2024-10-08 17:00:00,Account Update - Corrupti quibusdam minima.
291,16872,192,Account Update,Medium,In Progress,2025-01-22,2025-01-27 05:00:00,Account Update - Nostrum laboriosam reprehenderit.
292,41630,2465,Product Defect,Critical,Closed,2025-04-08,,Product Defect - Earum vero nihil rem eum.
293,49496,2349,Product Defect,High,Resolved,2024-10-20,2024-10-20 07:00:00,Product Defect - Exercitationem laboriosam est quia doloremque.
294,38075,1957,Return Request,High,Closed,2025-02-08,2025-02-12 08:00:00,Return Request - Adipisci quas.
295,21205,674,Product Defect,Low,Open,2025-06-26,2025-06-27 19:00:00,Product Defect - Corrupti nihil facilis illum.
296,44827,2412,Return Request,Low,Open,2025-03-27,2025-03-30 10:00:00,Return Request - Excepturi magnam iusto illo.
297,46497,2548,Login Issue,Low,Open,2025-01-07,2025-01-09 07:00:00,Login Issue - Officia perspiciatis optio libero.
298,47179,39,Account Update,Critical,Open,2024-09-26,2024-09-30 19:00:00,Account Update - Fugiat et deserunt.
299,38629,1811,Order Status,High,Resolved,2025-06-17,2025-06-19 08:00:00,Order Status - Eligendi aut facere.
300,3070,1321,Login Issue,Low,Closed,2025-11-27,,Login Issue - Rem sunt amet.
301,16908,2272,Product Defect,High,Closed,2026-02-08,2026-02-08 10:00:00,Product Defect - Dolores sint.
302,43238,1656,Account Update,High,Resolved,2024-08-04,2024-08-06 19:00:00,Account Update - Modi dignissimos temporibus dicta.
303,7966,720,Account Update,Low,Open,2024-03-23,,Account Update - Atque voluptatibus veniam.
304,18678,1417,Login Issue,Critical,In Progress,2024-05-19,,Login Issue - Itaque dignissimos laudantium tempora.
305,32352,426,Account Update,High,Open,2025-09-27,,Account Update - Numquam ex quas.
306,47185,2097,Return Request,Critical,Resolved,2026-02-17,2026-02-18 21:00:00,Return Request - Ea ab eius ratione vel.
307,40133,524,Login Issue,Critical,Resolved,2025-04-07,,Login Issue - Error at rerum.
308,20328,2405,Order Status,Low,Resolved,2025-05-26,2025-05-29 21:00:00,Order Status - Delectus veritatis non.
309,18532,504,Login Issue,Critical,Open,2024-01-20,2024-01-24 04:00:00,Login Issue - Perferendis aperiam accusantium laborum.
310,33028,1492,Login Issue,High,Closed,2025-04-29,2025-05-04 17:00:00,Login Issue - Voluptates reiciendis.
311,38510,1856,Account Update,High,In Progress,2024-03-24,2024-03-25 22:00:00,Account Update - Nobis optio adipisci.
312,24661,1034,Return Request,Low,Resolved,2025-02-04,2025-02-04 15:00:00,Return Request - Tempora facere architecto.
313,45060,2637,Account Update,High,Closed,2025-03-04,2025-03-06 17:00:00,Account Update - Numquam unde corrupti atque.
314,15903,2994,Login Issue,Low,In Progress,2024-08-07,2024-08-10 04:00:00,Login Issue - Voluptate maiores maiores.
315,9348,330,Product Defect,Medium,Resolved,2025-07-10,2025-07-13 06:00:00,Product Defect - Dolorem debitis fuga.
316,40804,2904,Order Status,Medium,In Progress,2025-08-22,2025-08-23 14:00:00,Order Status - Molestiae nulla alias repudiandae.
317,47447,1336,Product Defect,High,Open,2024-09-09,,Product Defect - Dolor in provident.
318,14652,2264,Return Request,Critical,Closed,2024-02-04,2024-02-05 19:00:00,Return Request - Illum inventore recusandae nam ut.
319,31706,2940,Account Update,Low,In Progress,2025-04-03,2025-04-09 00:00:00,Account Update - Enim ab facere totam assumenda.
320,14487,1981,Login Issue,High,Closed,2025-03-09,2025-03-12 06:00:00,Login Issue - Ad occaecati qui nam.
321,49607,1122,Product Defect,Low,Resolved,2025-03-07,2025-03-13 01:00:00,Product Defect - Repellendus illum nobis.
322,40136,2973,Payment Failure,Low,Resolved,2024-07-09,2024-07-15 01:00:00,Payment Failure - Sequi occaecati eligendi.
323,31476,2394,Order Status,Critical,Open,2024-04-27,2024-04-28 00:00:00,Order Status - Laudantium unde.
324,47145,1884,Product Defect,High,In Progress,2025-09-16,,Product Defect - Reiciendis ab fugit excepturi.
325,42314,1977,Login Issue,High,Open,2024-01-27,2024-01-31 17:00:00,Login Issue - Provident enim earum asperiores quidem.
326,19669,2977,Return Request,Critical,Resolved,2026-01-18,2026-01-21 09:00:00,Return Request - Aut deleniti aspernatur provident.
327,33508,268,Login Issue,High,In Progress,2025-07-11,,Login Issue - Aut earum quas.
328,21566,221,Order Status,Critical,Open,2025-06-04,,Order Status - Sit necessitatibus ipsum ipsum.
329,10985,1207,Return Request,Medium,Closed,2026-01-21,2026-01-25 12:00:00,Return Request - Aperiam voluptatum esse rem.
330,45704,1709,Order Status,High,In Progress,2024-04-01,2024-04-05 06:00:00,Order Status - Molestiae fugiat magnam.
331,32383,1864,Order Status,Low,Resolved,2024-08-14,2024-08-14 06:00:00,Order Status - Atque repellat architecto.
332,22346,1236,Account Update,Critical,Closed,2026-02-08,2026-02-14 14:00:00,Account Update - Quisquam libero officiis ullam.
333,37853,52,Product Defect,Low,Resolved,2025-03-22,2025-03-24 23:00:00,Product Defect - Laborum fugiat doloremque odit.
334,45354,824,Account Update,Medium,Resolved,2024-01-25,2024-01-29 23:00:00,Account Update - Fugiat ea.
335,17918,504,Product Defect,Critical,Closed,2024-09-20,2024-09-21 13:00:00,Product Defect - Beatae quaerat ab.
336,7589,381,Return Request,Medium,In Progress,2025-01-23,2025-01-28 08:00:00,Return Request - Vitae ab omnis quidem quo.
337,28020,2819,Product Defect,Medium,Closed,2025-08-14,2025-08-14 14:00:00,Product Defect - Temporibus commodi asperiores neque.
338,32108,1533,Order Status,High,Resolved,2024-01-12,2024-01-15 14:00:00,Order Status - Soluta ipsum minima.
339,22907,2311,Payment Failure,High,Open,2024-03-28,2024-04-03 14:00:00,Payment Failure - Illum optio placeat id error.
340,157,1442,Account Update,Medium,Closed,2025-08-24,2025-08-26 02:00:00,Account Update - Molestiae distinctio.
341,19279,359,Account Update,Medium,Resolved,2025-01-20,,Account Update - Occaecati quisquam reprehenderit quia.
342,31947,209,Account Update,Low,In Progress,2025-11-01,2025-11-07 06:00:00,Account Update - Maxime cupiditate nobis.
343,26559,1009,Login Issue,Medium,Closed,2024-05-21,,Login Issue - Corrupti expedita tenetur.
344,21284,2035,Login Issue,Medium,Closed,2025-09-03,2025-09-06 11:00:00,Login Issue - Odio dolorum eveniet itaque.
345,33161,453,Order Status,Medium,Resolved,2025-10-28,2025-10-31 01:00:00,Order Status - Accusantium qui ullam.
346,2838,1213,Payment Failure,Critical,In Progress,2025-04-29,2025-05-01 07:00:00,Payment Failure - Occaecati eligendi.
347,40428,2139,Payment Failure,High,Closed,2024-01-20,2024-01-24 05:00:00,Payment Failure - At saepe quis praesentium sapiente.
348,28683,2093,Product Defect,Medium,Open,2025-12-24,,Product Defect - Id repudiandae optio ex repudiandae.
349,26056,2465,Account Update,Low,Open,2024-08-08,2024-08-12 13:00:00,Account Update - Ipsum illo optio.
350,36066,1182,Login Issue,Low,Closed,2024-03-19,2024-03-23 15:00:00,Login Issue - Ad recusandae veniam.
351,45104,1232,Account Update,Low,Open,2025-11-04,2025-11-10 05:00:00,Account Update - Voluptatem sint cumque sequi.
352,18286,2874,Order Status,Medium,Closed,2025-04-06,2025-04-07 20:00:00,Order Status - Repellendus officiis id repellendus tempora.
353,45698,1401,Product Defect,Critical,Resolved,2025-05-31,2025-06-06 04:00:00,Product Defect - Tempora temporibus ipsa.
354,38716,460,Login Issue,Medium,Resolved,2026-02-02,,Login Issue - Omnis tempora ipsa asperiores.
355,43166,2666,Product Defect,Critical,Closed,2024-06-27,2024-06-30 15:00:00,Product Defect - Omnis magnam ex nam a.
356,28430,1015,Payment Failure,Low,Resolved,2024-05-12,2024-05-14 19:00:00,Payment Failure - Similique eum doloribus.
357,28683,2042,Login Issue,High,Resolved,2024-11-05,2024-11-06 19:00:00,Login Issue - Rem sint.
358,27173,2015,Return Request,Medium,Resolved,2024-12-04,2024-12-07 15:00:00,Return Request - Sunt rem temporibus.
359,22138,448,Product Defect,High,Closed,2025-04-11,2025-04-11 11:00:00,Product Defect - Rem sint sunt quos recusandae.
360,4468,1758,Order Status,Critical,Open,2024-09-28,,Order Status - Dolorum impedit eos aliquid exercitationem.
361,2905,982,Return Request,Critical,In Progress,2024-03-13,2024-03-15 13:00:00,Return Request - Vero natus perferendis laborum.
362,41031,1956,Payment Failure,Medium,Resolved,2025-02-09,2025-02-13 13:00:00,Payment Failure - Explicabo occaecati.
363,5292,2490,Account Update,High,Open,2026-01-11,,Account Update - Sint sunt velit.
364,14584,1133,Product Defect,Low,Resolved,2024-09-23,2024-09-26 16:00:00,Product Defect - Aperiam maxime atque.
365,22263,396,Return Request,Medium,Resolved,2025-11-25,,Return Request - Numquam assumenda vitae.
366,588,1712,Login Issue,Critical,Open,2024-07-01,,Login Issue - Asperiores cupiditate praesentium reiciendis.
367,49543,769,Payment Failure,Critical,In Progress,2025-03-10,2025-03-14 04:00:00,Payment Failure - Eaque praesentium totam culpa.
368,16253,1721,Return Request,High,Resolved,2024-09-04,,Return Request - Voluptas aut beatae.
369,49646,2692,Login Issue,Low,In Progress,2024-10-13,2024-10-18 02:00:00,Login Issue - Temporibus iste ratione.
370,28989,1885,Login Issue,Low,In Progress,2024-01-15,2024-01-15 08:00:00,Login Issue - Labore consectetur est possimus suscipit.
371,35130,176,Account Update,Low,Resolved,2024-11-14,2024-11-16 14:00:00,Account Update - Accusantium error tempora quibusdam.
372,21459,2037,Payment Failure,Medium,Closed,2024-11-23,,Payment Failure - Adipisci voluptatum.
373,4462,2056,Account Update,High,Resolved,2024-07-10,2024-07-13 19:00:00,Account Update - Eum iure provident maiores.
374,26738,707,Login Issue,High,In Progress,2025-06-20,2025-06-23 18:00:00,Login Issue - Dicta illo fugiat.
375,39939,603,Payment Failure,Critical,Open,2025-03-29,2025-04-04 00:00:00,Payment Failure - Molestiae officia accusantium earum.
376,47159,2148,Login Issue,Low,Closed,2024-10-22,2024-10-25 21:00:00,Login Issue - Ipsum suscipit quisquam ipsum.
377,37456,1112,Payment Failure,Low,Resolved,2024-05-15,2024-05-16 01:00:00,Payment Failure - Deleniti similique blanditiis.
378,2106,992,Login Issue,Medium,Resolved,2025-11-16,2025-11-22 22:00:00,Login Issue - Iusto mollitia at.
379,30691,96,Payment Failure,Critical,Open,2025-04-22,2025-04-24 11:00:00,Payment Failure - Adipisci deleniti.
380,4453,2881,Login Issue,High,Resolved,2024-09-20,,Login Issue - Distinctio dignissimos.
381,27133,1923,Order Status,Critical,Open,2025-09-06,2025-09-09 10:00:00,Order Status - Minima corrupti temporibus ad quos.
382,28085,599,Login Issue,Low,Open,2025-05-16,2025-05-17 21:00:00,Login Issue - Illo dolorem earum.
383,11913,1943,Login Issue,Critical,In Progress,2024-08-26,2024-08-29 09:00:00,Login Issue - Natus porro non officia.
384,42026,2616,Product Defect,Medium,In Progress,2025-06-04,2025-06-07 23:00:00,Product Defect - Provident iure a optio.
385,16296,683,Product Defect,Critical,Resolved,2025-03-18,,Product Defect - Dignissimos possimus.
386,11664,336,Login Issue,High,Closed,2025-10-15,2025-10-20 22:00:00,Login Issue - Officia facere culpa.
387,20965,1318,Return Request,Medium,Resolved,2026-02-02,2026-02-05 20:00:00,Return Request - Blanditiis numquam sit numquam.
388,22589,1843,Product Defect,Medium,Closed,2025-06-20,2025-06-23 03:00:00,Product Defect - Ullam eveniet nam.
389,39936,1236,Return Request,High,Open,2026-01-28,,Return Request - Ad excepturi.
390,5785,1241,Return Request,Medium,Resolved,2025-09-24,2025-09-25 00:00:00,Return Request - Culpa eveniet adipisci rerum.
391,18165,1369,Account Update,High,Closed,2024-07-02,2024-07-03 13:00:00,Account Update - Officia esse voluptas.
392,1067,974,Product Defect,Low,Closed,2024-10-25,2024-10-31 18:00:00,Product Defect - Vero laudantium cumque excepturi dignissimos.
393,30299,2700,Order Status,Low,Open,2024-06-27,,Order Status - Reprehenderit reprehenderit quisquam.
394,38399,2819,Payment Failure,Medium,Closed,2025-10-05,2025-10-11 03:00:00,Payment Failure - Quam sit a vel autem.
