expense_id,expense_date,exp_cat_id,amount,description
422,2026-02-09,3,16410.99,Maintenance expense harness wireless solutions
423,2025-05-16,10,407658.55,Taxes expense embrace intuitive synergies
424,2024-07-03,14,45990.51,Events expense empower one-to-one functionalities
425,2025-06-15,6,24461.33,Travel expense re-contextualize strategic ROI
426,2024-12-31,5,61167.5,Software expense benchmark interactive technologies
427,2024-11-05,12,420176.99,R&D expense monetize e-business schemas
428,2024-09-28,1,320174.12,Rent expense iterate bricks-and-clicks niches
429,2024-05-31,11,8533.09,Logistics expense generate web-enabled platforms
430,2025-10-11,8,1340898.47,Payroll expense whiteboard back-end technologies
431,2026-01-30,12,88921.66,R&D expense extend granular technologies
432,2025-10-12,5,11396.64,Software expense streamline B2B technologies
433,2024-11-24,1,289020.04,Rent expense iterate clicks-and-mortar networks
434,2025-03-31,11,29263.36,Logistics expense incentivize revolutionary platforms
435,2024-12-21,9,12517.97,Insurance expense optimize sticky vortals
436,2024-02-03,4,498406.5,Marketing expense exploit bleeding-edge markets
437,2026-02-05,15,6173.57,Miscellaneous expense innovate vertical niches
438,2026-01-27,12,279993.18,R&D expense repurpose proactive partnerships
439,2024-02-01,8,1503278.2,Payroll expense redefine magnetic deliverables
440,2024-03-20,5,80977.63,Software expense orchestrate granular niches
441,2025-11-04,13,5147.02,Training expense engage leading-edge info-mediaries
442,2025-07-16,12,396003.67,R&D expense exploit viral deliverables
443,2024-06-11,8,634176.91,Payroll expense revolutionize best-of-breed infrastructures
444,2025-06-15,6,39028.16,Travel expense incubate visionary initiatives
445,2024-04-14,3,42202.99,Maintenance expense redefine next-generation schemas
446,2025-03-06,7,5175.15,Office Supplies expense reinvent mission-critical methodologies
447,2024-04-08,10,834595.26,Taxes expense seize interactive convergence
448,2024-04-24,7,3184.95,Office Supplies expense transition cross-platform communities
449,2024-02-10,12,427101.38,R&D expense innovate viral experiences
450,2025-01-17,9,104252.01,Insurance expense harness seamless supply-chains
451,2024-02-07,2,47339.32,Utilities expense repurpose B2C markets
452,2025-02-14,14,19715.24,Events expense exploit open-source action-items
453,2025-03-16,6,16896.53,Travel expense seize ubiquitous networks
454,2025-12-09,11,19354.04,Logistics expense target viral action-items
455,2025-11-23,13,2649.16,Training expense iterate virtual applications
456,2024-09-10,7,3685.3,Office Supplies expense enable scalable eyeballs
457,2024-04-19,8,1189548.62,Payroll expense productize efficient partnerships
458,2024-04-04,14,48394.54,Events expense re-contextualize interactive convergence
459,2024-11-01,10,307377.12,Taxes expense repurpose out-of-the-box solutions
460,2025-01-05,8,1545866.93,Payroll expense redefine global architectures
461,2025-02-05,7,5975.9,Office Supplies expense evolve e-business users
462,2024-06-06,1,238486.58,Rent expense scale back-end solutions
463,2025-12-06,4,481692.54,Marketing expense reinvent e-business e-services
464,2024-04-04,8,1429762.48,Payroll expense transform efficient applications
465,2025-03-18,4,83940.8,Marketing expense re-intermediate bricks-and-clicks applications
466,2025-08-20,13,2082.34,Training expense e-enable proactive experiences
467,2025-02-26,13,6009.3,Training expense cultivate robust action-items
468,2024-01-02,8,1073280.29,Payroll expense embrace clicks-and-mortar info-mediaries
469,2024-03-23,5,40757.84,Software expense strategize killer communities
470,2024-11-21,13,5666.61,Training expense incubate seamless mindshare
471,2025-08-11,5,69518.67,Software expense benchmark magnetic e-services
472,2025-11-29,6,27406.11,Travel expense streamline 24/7 methodologies
473,2025-02-02,6,4862.08,Travel expense integrate leading-edge models
474,2024-05-21,9,72384.85,Insurance expense benchmark web-enabled initiatives
475,2025-09-14,8,1970609.58,Payroll expense unleash bleeding-edge platforms
476,2026-01-30,5,28082.3,Software expense disintermediate viral partnerships
477,2025-12-03,14,69129.45,Events expense syndicate revolutionary experiences
478,2024-08-22,6,19001.46,Travel expense benchmark best-of-breed interfaces
479,2024-07-21,4,492049.92,Marketing expense harness sticky applications
480,2024-06-25,15,3871.81,Miscellaneous expense e-enable extensible portals
481,2025-09-27,5,67382.04,Software expense synthesize revolutionary web services
482,2025-05-01,8,677235.59,Payroll expense productize mission-critical niches
483,2025-05-05,14,42643.22,Events expense maximize transparent info-mediaries
484,2024-02-18,15,6380.84,Miscellaneous expense productize web-enabled applications
485,2025-12-09,10,274930.67,Taxes expense redefine e-business platforms
486,2025-12-29,7,4318.1,Office Supplies expense syndicate granular networks
487,2025-12-26,14,140061.61,Events expense envisioneer bleeding-edge e-tailers
488,2024-07-06,8,1157957.06,Payroll expense revolutionize front-end communities
489,2025-06-11,2,10391.21,Utilities expense deploy efficient paradigms
490,2024-10-06,11,76080.91,Logistics expense architect killer web-readiness
491,2025-08-09,7,7149.03,Office Supplies expense e-enable strategic solutions
492,2024-04-03,12,172515.85,R&D expense evolve real-time models
493,2025-04-29,5,69391.71,Software expense drive open-source niches
494,2025-03-29,15,5791.43,Miscellaneous expense re-intermediate killer markets
495,2025-03-11,14,183887.46,Events expense leverage transparent mindshare
496,2024-03-30,12,194743.75,R&D expense visualize scalable metrics
497,2025-05-12,15,471.04,Miscellaneous expense streamline web-enabled synergies
498,2024-05-03,14,94636.73,Events expense empower clicks-and-mortar e-business
499,2025-12-02,10,529814.98,Taxes expense redefine strategic applications
500,2024-03-23,14,23134.01,Events expense expedite global convergence
501,2025-09-16,4,340593.72,Marketing expense grow interactive deliverables
502,2025-10-21,4,400009.29,Marketing expense synergize proactive users
503,2025-01-13,9,153883.1,Insurance expense reinvent bricks-and-clicks mindshare
504,2024-07-10,5,67715.31,Software expense brand front-end methodologies
505,2025-07-05,4,130811.1,Marketing expense leverage end-to-end metrics
506,2024-01-04,2,37611.83,Utilities expense scale end-to-end infrastructures
507,2025-09-24,3,36206.44,Maintenance expense cultivate global convergence
508,2024-07-17,7,9590.17,Office Supplies expense mesh efficient content
509,2025-01-31,7,9747.0,Office Supplies expense disintermediate real-time supply-chains
510,2025-03-28,8,1930746.72,Payroll expense re-contextualize world-class e-business
511,2025-11-19,6,4457.31,Travel expense aggregate dot-com portals
512,2024-06-13,11,9239.04,Logistics expense productize frictionless portals
513,2025-04-12,7,1690.81,Office Supplies expense innovate ubiquitous action-items
514,2024-05-15,8,1860851.31,Payroll expense mesh e-business e-commerce
515,2024-12-12,3,33972.54,Maintenance expense architect open-source relationships
516,2024-06-04,13,8108.7,Training expense envisioneer 24/365 content
517,2025-11-30,5,44485.17,Software expense mesh enterprise action-items
518,2025-11-02,13,8901.23,Training expense harness holistic functionalities
519,2024-01-11,1,417441.88,Rent expense iterate innovative initiatives
520,2024-12-12,14,128152.64,Events expense seize seamless solutions
521,2025-07-21,7,109.37,Office Supplies expense cultivate collaborative bandwidth
522,2025-03-30,13,5533.66,Training expense iterate next-generation solutions
523,2025-03-19,2,25206.67,Utilities expense deliver impactful experiences
524,2024-02-21,10,800806.11,Taxes expense productize vertical synergies
525,2024-07-19,13,8430.44,Training expense optimize leading-edge experiences
526,2026-01-27,10,373977.49,Taxes expense morph ubiquitous ROI
527,2024-12-23,6,35845.48,Travel expense mesh revolutionary partnerships
528,2024-09-12,4,130566.49,Marketing expense facilitate dynamic e-tailers
529,2024-07-29,3,7831.87,Maintenance expense empower extensible technologies
530,2025-03-31,8,1095947.79,Payroll expense embrace extensible architectures
531,2024-02-20,15,3729.1,Miscellaneous expense strategize transparent web-readiness
532,2025-11-05,7,7244.45,Office Supplies expense revolutionize value-added e-commerce
533,2025-09-13,7,7645.37,Office Supplies expense aggregate proactive experiences
534,2024-06-19,9,155026.34,Insurance expense exploit open-source paradigms
535,2024-04-02,10,219243.79,Taxes expense deliver frictionless architectures
536,2025-08-05,6,2221.49,Travel expense incentivize 24/365 portals
537,2025-09-04,9,48720.12,Insurance expense embrace e-business synergies
538,2025-07-21,13,7132.64,Training expense morph seamless interfaces
539,2025-02-19,7,5865.74,Office Supplies expense empower 24/365 applications
540,2025-08-20,11,61579.15,Logistics expense whiteboard proactive portals
541,2024-09-06,12,13779.33,R&D expense extend dot-com technologies
542,2025-01-29,15,4433.26,Miscellaneous expense empower magnetic eyeballs
543,2024-03-16,13,9982.35,Training expense deploy leading-edge web services
544,2025-10-30,7,8251.12,Office Supplies expense transition magnetic info-mediaries
545,2025-11-05,11,95881.14,Logistics expense revolutionize rich info-mediaries
546,2024-04-09,12,292882.55,R&D expense synergize back-end technologies
547,2024-01-28,4,486370.81,Marketing expense grow intuitive synergies
548,2025-11-24,5,61661.45,Software expense reinvent cutting-edge users
549,2024-03-07,2,6546.19,Utilities expense evolve transparent methodologies
550,2025-12-10,13,4218.4,Training expense repurpose cross-media markets
551,2024-06-03,4,273880.69,Marketing expense harness B2C convergence
552,2024-09-13,6,15529.99,Travel expense mesh innovative solutions
553,2024-06-07,1,300553.53,Rent expense synthesize robust platforms
554,2025-10-16,13,5070.94,Training expense repurpose enterprise convergence
555,2024-01-09,10,454744.27,Taxes expense synergize dot-com architectures
556,2024-12-05,15,1818.76,Miscellaneous expense enhance next-generation ROI
557,2025-09-25,6,40221.19,Travel expense whiteboard holistic users
558,2025-09-15,13,5814.27,Training expense aggregate global e-commerce
559,2024-09-19,5,6947.06,Software expense redefine strategic partnerships
560,2025-12-19,13,6427.61,Training expense strategize interactive action-items
561,2025-05-27,10,218997.91,Taxes expense enhance dot-com e-markets
562,2024-09-21,9,46526.75,Insurance expense iterate 24/7 technologies
563,2025-07-01,13,6332.47,Training expense incubate rich supply-chains
564,2025-12-31,8,1317738.24,Payroll expense incentivize cutting-edge architectures
565,2024-10-28,8,901362.63,Payroll expense redefine 24/365 niches
566,2025-02-26,9,91058.52,Insurance expense benchmark frictionless networks
567,2024-01-16,9,115952.84,Insurance expense cultivate wireless relationships
568,2024-05-13,12,101951.46,R&D expense integrate web-enabled web-readiness
569,2024-08-29,8,592335.2,Payroll expense productize interactive vortals
570,2024-04-13,14,171774.6,Events expense syndicate frictionless users
571,2025-04-14,9,53292.6,Insurance expense unleash interactive relationships
572,2025-07-13,8,728773.23,Payroll expense embrace enterprise markets
573,2026-01-03,5,27357.14,Software expense incentivize bricks-and-clicks communities
574,2025-05-31,9,43008.82,Insurance expense redefine real-time action-items
575,2025-05-18,8,1094435.36,Payroll expense embrace clicks-and-mortar systems
576,2024-04-23,6,41491.86,Travel expense morph holistic channels
577,2024-12-17,4,413441.72,Marketing expense incubate out-of-the-box models
578,2026-02-11,5,13725.43,Software expense disintermediate extensible synergies
579,2025-02-12,1,471883.55,Rent expense aggregate cross-platform platforms
580,2024-07-13,4,63252.62,Marketing expense integrate compelling info-mediaries
581,2025-11-04,12,130446.18,R&D expense grow granular mindshare
582,2025-01-16,11,67005.2,Logistics expense orchestrate 24/365 partnerships
583,2025-05-04,5,91594.06,Software expense exploit e-business platforms
584,2024-01-10,11,36680.05,Logistics expense leverage cross-media interfaces
585,2025-02-26,4,128521.92,Marketing expense iterate distributed niches
586,2025-12-08,4,172583.71,Marketing expense envisioneer robust convergence
587,2024-07-06,7,627.28,Office Supplies expense reinvent enterprise schemas
588,2026-01-23,8,727931.78,Payroll expense scale enterprise web services
589,2024-10-30,14,174649.06,Events expense deploy rich schemas
590,2024-06-14,9,10986.14,Insurance expense deploy bricks-and-clicks synergies
591,2024-06-21,1,69595.99,Rent expense engineer world-class web services
592,2025-02-12,13,6194.42,Training expense transition enterprise solutions
593,2024-10-09,10,113661.98,Taxes expense leverage cross-platform supply-chains
594,2024-01-28,1,344277.93,Rent expense expedite next-generation action-items
595,2025-10-25,10,624548.05,Taxes expense expedite turn-key functionalities
596,2024-05-02,15,6077.78,Miscellaneous expense engage global channels
597,2024-08-04,7,4668.67,Office Supplies expense maximize integrated initiatives
598,2026-01-20,14,142646.04,Events expense redefine visionary users
599,2025-09-26,2,38787.48,Utilities expense iterate out-of-the-box partnerships
600,2024-11-03,2,34226.6,Utilities expense extend dot-com e-business
601,2025-10-18,4,23555.55,Marketing expense mesh bleeding-edge content
602,2024-08-27,5,13666.73,Software expense transition robust relationships
603,2024-12-16,14,55695.42,Events expense transition sticky action-items
604,2024-02-01,10,612483.98,Taxes expense incentivize interactive eyeballs
605,2025-03-08,9,67765.81,Insurance expense deliver impactful technologies
